               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.025769,            0.012373,          0.00041596,             0.85982,              0.7927,             0.81923,             0.55363,            0.032197,           0.0070405,           0.0036347,            0.005116,            0.005116,            0.005116
                 150,            0.025733,            0.012517,          0.00043581,              0.8705,             0.79396,             0.83077,             0.55569,            0.032228,           0.0070044,           0.0036228,            0.005083,            0.005083,            0.005083
                 151,            0.025683,            0.012467,          0.00060414,             0.85325,             0.80651,             0.82585,             0.55685,            0.031847,           0.0070266,           0.0035973,             0.00505,             0.00505,             0.00505
                 152,            0.025314,            0.012308,          0.00051439,             0.84989,              0.8049,             0.82487,             0.55861,            0.031795,            0.007022,           0.0034975,            0.005017,            0.005017,            0.005017
                 153,            0.025815,            0.012337,          0.00053542,             0.85923,             0.77915,             0.81762,             0.55397,            0.031755,           0.0070835,           0.0037984,            0.004984,            0.004984,            0.004984
                 154,            0.025781,            0.012414,           0.0003933,             0.85298,             0.78369,              0.8177,             0.55289,             0.03153,           0.0070852,           0.0039069,            0.004951,            0.004951,            0.004951
                 155,            0.025627,            0.012612,          0.00040047,             0.86494,             0.78504,             0.82449,             0.55576,            0.031878,           0.0070445,           0.0036905,            0.004918,            0.004918,            0.004918
                 156,            0.025365,            0.012062,          0.00062529,             0.84024,             0.80107,             0.82305,             0.55644,            0.032017,           0.0071056,           0.0034897,            0.004885,            0.004885,            0.004885
                 157,            0.025179,            0.011918,          0.00034628,              0.8482,             0.80689,             0.82376,             0.55202,            0.031733,           0.0071589,           0.0035958,            0.004852,            0.004852,            0.004852
                 158,            0.025089,            0.012276,          0.00046837,             0.85305,             0.80611,             0.81925,             0.54748,            0.032137,           0.0071203,           0.0037222,            0.004819,            0.004819,            0.004819
                 159,            0.025225,            0.012176,          0.00054582,             0.85561,             0.79989,             0.81917,             0.54539,            0.032109,           0.0070797,           0.0040749,            0.004786,            0.004786,            0.004786
                 160,            0.025218,            0.012139,           0.0004335,             0.85644,             0.78593,             0.81553,             0.54808,             0.03209,           0.0071305,           0.0040701,            0.004753,            0.004753,            0.004753
                 161,            0.025108,            0.012164,          0.00053061,             0.84502,             0.79861,             0.81535,              0.5523,            0.032082,           0.0071663,           0.0040631,             0.00472,             0.00472,             0.00472
                 162,            0.024866,            0.012043,          0.00045372,             0.83776,             0.80942,             0.82468,             0.55346,            0.031998,           0.0071992,           0.0037114,            0.004687,            0.004687,            0.004687
                 163,            0.025011,            0.011734,          0.00045876,             0.84987,             0.80804,             0.82588,             0.55654,            0.031856,           0.0071722,           0.0039976,            0.004654,            0.004654,            0.004654
                 164,            0.025143,            0.012087,          0.00047712,             0.85622,             0.79833,             0.82261,             0.55359,            0.032129,           0.0071529,            0.004181,            0.004621,            0.004621,            0.004621
                 165,            0.024825,            0.012195,          0.00053405,             0.84745,              0.8049,             0.82106,             0.55386,            0.031981,           0.0071242,            0.004114,            0.004588,            0.004588,            0.004588
                 166,            0.025047,            0.012146,           0.0004492,             0.84066,             0.80911,               0.822,             0.55523,            0.031766,            0.007141,            0.004064,            0.004555,            0.004555,            0.004555
                 167,            0.024522,            0.011753,          0.00046609,             0.85221,             0.80489,             0.82384,             0.55691,            0.031594,           0.0071811,           0.0042857,            0.004522,            0.004522,            0.004522
                 168,            0.025061,            0.012035,          0.00046657,             0.85413,             0.80545,             0.82828,             0.55669,            0.031465,           0.0072594,           0.0040751,            0.004489,            0.004489,            0.004489
                 169,            0.025432,            0.012277,          0.00053993,             0.84705,             0.81141,             0.82744,             0.55473,            0.031424,           0.0072375,           0.0040789,            0.004456,            0.004456,            0.004456
                 170,            0.025717,             0.01205,          0.00075607,             0.85553,             0.80596,             0.82863,             0.55871,            0.031487,           0.0071666,           0.0039903,            0.004423,            0.004423,            0.004423
                 171,            0.025233,            0.012215,          0.00057375,             0.84642,             0.80251,             0.82545,             0.55815,             0.03156,           0.0071779,           0.0038332,             0.00439,             0.00439,             0.00439
                 172,            0.025727,            0.012314,           0.0007656,             0.84308,              0.8017,             0.82471,             0.55736,            0.031609,           0.0072141,           0.0037994,            0.004357,            0.004357,            0.004357
                 173,            0.025333,            0.012639,          0.00081835,             0.84496,             0.80663,             0.82642,             0.55974,            0.031702,           0.0071463,           0.0037994,            0.004324,            0.004324,            0.004324
                 174,            0.025538,            0.012089,          0.00070114,             0.85749,             0.80186,             0.83167,             0.56191,            0.031757,           0.0071408,            0.003711,            0.004291,            0.004291,            0.004291
                 175,            0.025737,            0.012385,          0.00053308,              0.8616,             0.80322,             0.83303,              0.5615,            0.031805,           0.0071105,           0.0036187,            0.004258,            0.004258,            0.004258
                 176,            0.025128,            0.012357,          0.00064884,              0.8621,             0.79689,             0.83141,             0.56129,            0.031845,           0.0071037,           0.0035649,            0.004225,            0.004225,            0.004225
                 177,             0.02516,            0.012087,          0.00049403,             0.84949,              0.8116,             0.82908,              0.5638,            0.031845,           0.0070913,           0.0036216,            0.004192,            0.004192,            0.004192
                 178,            0.025208,            0.012111,          0.00059762,             0.85428,             0.80678,             0.82803,             0.56182,            0.031813,           0.0070942,           0.0035769,            0.004159,            0.004159,            0.004159
                 179,            0.024736,            0.011903,          0.00046913,             0.85169,             0.80204,             0.82537,             0.56396,            0.031801,           0.0070928,           0.0035058,            0.004126,            0.004126,            0.004126
                 180,             0.02484,            0.012032,          0.00060227,             0.85963,              0.7983,             0.82704,             0.56638,            0.031821,           0.0071135,           0.0034848,            0.004093,            0.004093,            0.004093
                 181,            0.024529,            0.012026,          0.00053448,              0.8663,             0.79922,              0.8294,             0.56393,            0.031918,           0.0071234,           0.0035719,             0.00406,             0.00406,             0.00406
                 182,            0.024818,            0.012214,          0.00046024,             0.86255,             0.80345,             0.82939,             0.56361,            0.031978,           0.0070917,           0.0037729,            0.004027,            0.004027,            0.004027
                 183,            0.024955,            0.011798,          0.00052796,             0.86549,             0.79871,              0.8291,             0.56326,            0.032029,           0.0071151,            0.003833,            0.003994,            0.003994,            0.003994
                 184,            0.024816,            0.011905,          0.00043887,             0.86417,             0.80486,             0.82668,             0.56253,             0.03192,           0.0071367,           0.0037328,            0.003961,            0.003961,            0.003961
                 185,            0.024609,            0.011755,           0.0005869,             0.86886,             0.79374,             0.82603,              0.5609,            0.031779,           0.0071369,           0.0035072,            0.003928,            0.003928,            0.003928
                 186,            0.024235,            0.011772,          0.00048432,             0.85883,             0.80613,             0.82717,             0.56471,            0.031535,           0.0071187,           0.0033706,            0.003895,            0.003895,            0.003895
                 187,             0.02429,            0.011744,          0.00056627,             0.86502,             0.80731,             0.83212,             0.56455,            0.031452,           0.0071227,           0.0033298,            0.003862,            0.003862,            0.003862
                 188,            0.024324,            0.011638,          0.00042979,             0.85474,             0.81511,              0.8301,             0.56523,            0.031576,           0.0071247,           0.0032149,            0.003829,            0.003829,            0.003829
                 189,            0.024704,             0.01183,          0.00046177,             0.84897,             0.80504,             0.82831,             0.56556,            0.031592,           0.0071441,           0.0031803,            0.003796,            0.003796,            0.003796
                 190,            0.024325,            0.011848,          0.00055815,             0.84547,              0.8077,             0.82235,             0.56391,            0.031619,           0.0071671,             0.00316,            0.003763,            0.003763,            0.003763
                 191,            0.023883,            0.011787,          0.00045092,             0.83979,             0.80642,              0.8218,             0.56254,            0.031631,           0.0072029,           0.0031744,             0.00373,             0.00373,             0.00373
                 192,            0.023651,            0.011732,          0.00039419,             0.83872,             0.80676,             0.82227,             0.56257,            0.031581,           0.0072209,           0.0031859,            0.003697,            0.003697,            0.003697
                 193,             0.02397,            0.011783,          0.00045524,             0.84534,             0.81175,             0.82912,             0.56247,             0.03153,            0.007241,           0.0032895,            0.003664,            0.003664,            0.003664
                 194,            0.023887,            0.011593,          0.00069791,             0.87054,             0.78004,             0.82385,             0.56288,            0.031437,           0.0072545,           0.0033648,            0.003631,            0.003631,            0.003631
                 195,            0.022552,             0.01129,          0.00037005,             0.84819,             0.79915,             0.82533,             0.56137,            0.031439,           0.0072677,           0.0033673,            0.003598,            0.003598,            0.003598
                 196,            0.022059,             0.01101,          0.00038405,             0.84757,             0.80565,             0.82871,             0.56431,            0.031449,            0.007286,           0.0033932,            0.003565,            0.003565,            0.003565
                 197,            0.022185,            0.011142,          0.00035739,             0.84497,             0.80546,             0.82696,             0.56417,            0.031468,           0.0073229,           0.0033948,            0.003532,            0.003532,            0.003532
                 198,             0.02183,              0.0108,          0.00024419,             0.84998,             0.80097,             0.82723,             0.56418,            0.031475,           0.0073544,           0.0034319,            0.003499,            0.003499,            0.003499
                 199,            0.022664,            0.011271,          0.00039873,             0.85014,             0.80225,             0.82908,             0.56426,            0.031685,             0.00735,           0.0034714,            0.003466,            0.003466,            0.003466
                 200,            0.022596,            0.011224,          0.00030919,             0.85377,             0.79833,             0.82858,             0.56631,            0.031712,           0.0073592,           0.0034581,            0.003433,            0.003433,            0.003433
                 201,            0.022397,            0.010956,           0.0002658,             0.86866,             0.78508,             0.82795,             0.56604,            0.031703,           0.0073735,            0.003523,              0.0034,              0.0034,              0.0034
                 202,            0.022158,            0.010933,          0.00023245,             0.86937,             0.78474,             0.82692,             0.56549,            0.031723,           0.0073861,           0.0034997,            0.003367,            0.003367,            0.003367
                 203,            0.022024,            0.010759,          0.00028682,             0.86663,             0.78869,             0.82892,             0.56534,            0.031754,           0.0073979,           0.0034936,            0.003334,            0.003334,            0.003334
                 204,            0.022242,            0.011127,          0.00025837,             0.86197,             0.78918,             0.82813,             0.56473,            0.031862,           0.0073943,           0.0035015,            0.003301,            0.003301,            0.003301
                 205,            0.021945,            0.011069,           0.0003397,             0.85241,             0.79315,             0.82755,              0.5642,            0.031937,            0.007409,           0.0035934,            0.003268,            0.003268,            0.003268
                 206,            0.021977,            0.011208,           0.0002454,             0.84837,             0.79532,             0.82766,             0.56381,            0.032032,           0.0074145,           0.0037055,            0.003235,            0.003235,            0.003235
                 207,            0.021887,            0.010919,          0.00034297,             0.83618,             0.80969,             0.82408,             0.56356,            0.031989,           0.0074196,           0.0037357,            0.003202,            0.003202,            0.003202
                 208,             0.02215,            0.011136,          0.00026396,             0.84519,             0.80363,              0.8245,             0.56395,            0.031895,           0.0074158,            0.003695,            0.003169,            0.003169,            0.003169
                 209,             0.02164,            0.010862,          0.00039579,             0.84309,             0.80305,             0.82121,             0.56268,            0.031865,           0.0074268,           0.0036833,            0.003136,            0.003136,            0.003136
                 210,            0.021957,            0.010918,          0.00028384,             0.84729,             0.80011,              0.8217,             0.56236,             0.03189,           0.0074415,           0.0036755,            0.003103,            0.003103,            0.003103
                 211,            0.021518,             0.01081,          0.00028068,             0.84948,             0.80222,              0.8218,             0.56314,            0.031825,            0.007445,           0.0036666,             0.00307,             0.00307,             0.00307
                 212,             0.02142,             0.01075,          0.00023116,             0.84362,             0.81089,             0.82124,              0.5657,            0.031852,           0.0074542,           0.0036536,            0.003037,            0.003037,            0.003037
                 213,            0.021064,            0.010614,          0.00026002,             0.84807,             0.80439,             0.82409,             0.56521,            0.031896,           0.0074458,           0.0036074,            0.003004,            0.003004,            0.003004
                 214,            0.021453,             0.01055,          0.00021618,             0.84442,             0.80707,             0.82251,             0.56606,            0.031936,           0.0074282,           0.0035134,            0.002971,            0.002971,            0.002971
                 215,            0.021321,            0.010663,          0.00025514,             0.85807,             0.79583,             0.82499,             0.56622,            0.031972,           0.0074137,           0.0035583,            0.002938,            0.002938,            0.002938
                 216,            0.021479,            0.010927,            0.000238,             0.85604,             0.79813,             0.82377,             0.56405,            0.031968,           0.0074156,            0.003585,            0.002905,            0.002905,            0.002905
                 217,            0.021642,            0.010986,          0.00026486,             0.85174,             0.80279,             0.82448,             0.56527,            0.031975,           0.0074066,           0.0036488,            0.002872,            0.002872,            0.002872
                 218,            0.020992,            0.010814,           0.0002405,             0.86195,             0.79236,             0.82321,             0.56528,            0.031945,           0.0074147,           0.0037289,            0.002839,            0.002839,            0.002839
                 219,            0.021018,            0.010814,          0.00019078,             0.85812,             0.79649,             0.82363,             0.56516,            0.031937,           0.0074177,           0.0037825,            0.002806,            0.002806,            0.002806
                 220,            0.020975,            0.010612,          0.00022852,             0.85659,             0.79934,              0.8244,             0.56507,             0.03192,           0.0074236,           0.0038346,            0.002773,            0.002773,            0.002773
                 221,            0.021047,            0.010587,          0.00031565,             0.85083,             0.79669,             0.82334,             0.56678,            0.032022,           0.0074212,           0.0038666,             0.00274,             0.00274,             0.00274
                 222,            0.021183,            0.010801,          0.00018761,             0.84856,             0.79761,             0.82308,              0.5685,            0.032096,           0.0074195,           0.0038519,            0.002707,            0.002707,            0.002707
                 223,            0.020814,            0.010645,          0.00021787,             0.86025,             0.79108,             0.82273,             0.56866,             0.03212,           0.0074246,           0.0038561,            0.002674,            0.002674,            0.002674
                 224,            0.020421,            0.010404,          0.00020152,             0.85623,             0.79364,             0.82334,             0.56778,            0.032089,           0.0074188,           0.0038446,            0.002641,            0.002641,            0.002641
                 225,            0.020882,             0.01049,          0.00021794,             0.84952,             0.79089,             0.82085,             0.56796,            0.032074,           0.0074177,           0.0038501,            0.002608,            0.002608,            0.002608
                 226,            0.020676,            0.010474,          0.00017527,             0.84755,             0.78745,             0.82108,             0.56797,            0.032001,           0.0074284,           0.0038558,            0.002575,            0.002575,            0.002575
                 227,            0.020638,            0.010641,          0.00017217,             0.85039,              0.7916,             0.82373,             0.56936,            0.031983,           0.0074413,            0.003855,            0.002542,            0.002542,            0.002542
                 228,            0.020405,            0.010115,          0.00023713,             0.84839,             0.79566,             0.82513,             0.57017,            0.031955,           0.0074702,           0.0038514,            0.002509,            0.002509,            0.002509
                 229,            0.020236,            0.010077,          0.00015328,             0.85272,             0.79193,              0.8251,             0.56986,            0.031907,           0.0074914,           0.0038337,            0.002476,            0.002476,            0.002476
                 230,            0.020261,            0.010396,          0.00018615,             0.85292,             0.79543,             0.82587,             0.56932,            0.031912,           0.0075047,           0.0038313,            0.002443,            0.002443,            0.002443
                 231,            0.020293,            0.010339,          0.00023966,             0.85244,             0.79705,             0.82712,             0.56989,            0.031876,           0.0075119,           0.0038861,             0.00241,             0.00241,             0.00241
                 232,            0.020177,            0.010284,          0.00021844,              0.8514,             0.79707,             0.82639,             0.57011,            0.031834,           0.0075187,           0.0039093,            0.002377,            0.002377,            0.002377
                 233,            0.019855,            0.010289,          0.00023382,             0.85714,             0.79282,              0.8272,             0.56963,            0.031844,           0.0075257,           0.0039338,            0.002344,            0.002344,            0.002344
                 234,            0.019871,            0.010256,          0.00024793,             0.85747,             0.79282,             0.82649,             0.56996,            0.031837,            0.007543,           0.0039394,            0.002311,            0.002311,            0.002311
                 235,            0.020031,           0.0098575,           0.0001767,              0.8583,             0.79389,              0.8276,             0.56943,            0.031815,           0.0075555,           0.0039098,            0.002278,            0.002278,            0.002278
                 236,            0.020341,             0.01031,          0.00019393,             0.85735,             0.79549,              0.8277,             0.56925,            0.031825,           0.0075639,            0.003902,            0.002245,            0.002245,            0.002245
                 237,            0.019766,            0.010239,          0.00017007,             0.86592,             0.79066,             0.83037,             0.56901,             0.03185,            0.007565,           0.0038957,            0.002212,            0.002212,            0.002212
                 238,            0.020163,            0.010237,          0.00016444,             0.86425,             0.79178,             0.83024,             0.56896,             0.03184,           0.0075714,           0.0038987,            0.002179,            0.002179,            0.002179
                 239,            0.019447,           0.0098454,          0.00013774,             0.86785,             0.78896,             0.83052,             0.57016,            0.031835,            0.007579,             0.00391,            0.002146,            0.002146,            0.002146
                 240,             0.02012,            0.010191,            0.000202,             0.87064,             0.78967,             0.83004,             0.57035,            0.031836,           0.0075846,           0.0039049,            0.002113,            0.002113,            0.002113
                 241,             0.01997,            0.010266,          0.00026557,             0.87201,             0.78906,             0.82926,             0.56995,            0.031844,           0.0075905,           0.0038743,             0.00208,             0.00208,             0.00208
                 242,            0.019932,            0.010018,          0.00033682,             0.87376,             0.78906,             0.83183,             0.57164,            0.031831,           0.0075877,            0.003861,            0.002047,            0.002047,            0.002047
                 243,            0.019952,            0.010188,          0.00017866,             0.87284,             0.78906,             0.83147,             0.57178,            0.031817,           0.0075868,           0.0038259,            0.002014,            0.002014,            0.002014
                 244,            0.020459,            0.010271,          0.00031607,             0.87302,             0.78878,             0.83101,             0.57178,            0.031809,           0.0075936,            0.003787,            0.001981,            0.001981,            0.001981
                 245,            0.019847,            0.010493,          0.00040656,             0.87189,             0.78939,             0.83158,              0.5724,            0.031807,           0.0075961,           0.0037505,            0.001948,            0.001948,            0.001948
                 246,            0.019576,             0.01003,          0.00033212,             0.87473,             0.78604,             0.83017,             0.57209,            0.031807,           0.0076017,           0.0037513,            0.001915,            0.001915,            0.001915
                 247,            0.020331,            0.010294,          0.00023934,             0.86912,             0.78749,             0.83093,             0.57206,            0.031775,           0.0076083,           0.0037606,            0.001882,            0.001882,            0.001882
                 248,            0.019744,            0.010327,          0.00032195,             0.87502,             0.78421,             0.83098,             0.57165,            0.031776,           0.0076146,           0.0037638,            0.001849,            0.001849,            0.001849
                 249,            0.019597,            0.010095,          0.00019958,             0.87379,             0.78606,             0.83147,              0.5727,            0.031778,           0.0076173,           0.0037623,            0.001816,            0.001816,            0.001816
                 250,            0.019751,            0.010103,          0.00025548,             0.87489,             0.78388,             0.83121,             0.57267,            0.031767,           0.0076221,           0.0037589,            0.001783,            0.001783,            0.001783
                 251,            0.019234,           0.0098661,          0.00012097,             0.87607,             0.78666,             0.83288,             0.57372,            0.031777,           0.0076296,           0.0037454,             0.00175,             0.00175,             0.00175
                 252,             0.01946,           0.0099922,          0.00025123,             0.87575,             0.78789,             0.83278,             0.57394,            0.031768,           0.0076383,           0.0037335,            0.001717,            0.001717,            0.001717
                 253,            0.018992,           0.0099832,          0.00016297,             0.87401,             0.78985,             0.83276,             0.57389,            0.031755,           0.0076473,           0.0037335,            0.001684,            0.001684,            0.001684
                 254,            0.019378,            0.010242,          0.00014857,              0.8728,             0.79008,             0.83154,             0.57434,            0.031749,           0.0076506,           0.0037285,            0.001651,            0.001651,            0.001651
                 255,            0.019421,           0.0098302,          0.00020005,             0.86792,             0.79057,             0.83073,             0.57362,            0.031756,           0.0076569,           0.0037317,            0.001618,            0.001618,            0.001618
                 256,            0.018134,           0.0095275,          0.00017541,             0.86921,             0.79115,             0.83172,             0.57452,            0.031765,           0.0076603,           0.0037385,            0.001585,            0.001585,            0.001585
                 257,            0.017941,           0.0094557,          0.00016174,             0.86836,             0.79166,             0.83282,             0.57513,            0.031768,            0.007671,           0.0037508,            0.001552,            0.001552,            0.001552
                 258,             0.01776,           0.0094045,          0.00015495,              0.8658,             0.79241,             0.83201,             0.57396,            0.031776,            0.007682,           0.0037554,            0.001519,            0.001519,            0.001519
                 259,            0.017864,           0.0092216,          0.00012888,             0.86574,              0.7952,             0.83236,             0.57427,            0.031765,           0.0076948,           0.0037596,            0.001486,            0.001486,            0.001486
                 260,            0.018053,           0.0095583,          0.00014986,             0.86384,             0.79657,             0.83056,             0.57474,            0.031771,           0.0077064,           0.0037654,            0.001453,            0.001453,            0.001453
                 261,            0.018198,           0.0094732,          0.00012977,             0.86595,             0.79797,             0.83095,             0.57456,            0.031775,            0.007717,           0.0037669,             0.00142,             0.00142,             0.00142
                 262,            0.018014,           0.0093239,          0.00012192,             0.86426,             0.79776,             0.83068,             0.57426,            0.031778,           0.0077255,           0.0037679,            0.001387,            0.001387,            0.001387
                 263,            0.017609,           0.0092352,          0.00011754,             0.86139,             0.79925,             0.83052,             0.57435,            0.031777,           0.0077386,           0.0037633,            0.001354,            0.001354,            0.001354
                 264,            0.017681,           0.0091282,          0.00011881,             0.86213,             0.80078,             0.83312,             0.57453,            0.031778,           0.0077493,           0.0037484,            0.001321,            0.001321,            0.001321
                 265,            0.017902,           0.0093912,          0.00010078,             0.86446,             0.80002,             0.83112,             0.57427,            0.031781,           0.0077578,           0.0037441,            0.001288,            0.001288,            0.001288
                 266,            0.017396,           0.0093709,          0.00013733,             0.86442,             0.80002,             0.83294,             0.57495,            0.031797,           0.0077693,           0.0037502,            0.001255,            0.001255,            0.001255
                 267,             0.01768,            0.009555,          0.00010224,             0.86496,             0.80047,             0.83304,             0.57406,            0.031812,           0.0077784,           0.0037613,            0.001222,            0.001222,            0.001222
                 268,            0.017323,           0.0091759,           0.0001103,             0.86705,             0.79628,             0.83265,             0.57435,            0.031818,           0.0077857,           0.0037719,            0.001189,            0.001189,            0.001189
                 269,            0.017574,           0.0094619,          0.00013036,             0.86836,             0.79749,             0.83272,             0.57392,            0.031808,           0.0077939,           0.0037818,            0.001156,            0.001156,            0.001156
                 270,            0.017206,           0.0092008,           0.0001312,             0.86405,              0.7983,             0.83179,             0.57391,            0.031798,           0.0078065,            0.003789,            0.001123,            0.001123,            0.001123
                 271,            0.017538,            0.009162,          0.00012153,             0.86207,             0.79901,             0.83219,             0.57526,            0.031789,           0.0078193,           0.0037966,             0.00109,             0.00109,             0.00109
                 272,            0.017058,           0.0090679,          0.00013639,             0.86312,             0.79713,             0.83162,             0.57506,            0.031792,            0.007829,           0.0037974,            0.001057,            0.001057,            0.001057
                 273,            0.016966,           0.0090111,          0.00011782,             0.85828,             0.79669,             0.82958,             0.57452,            0.031796,           0.0078392,           0.0038023,            0.001024,            0.001024,            0.001024
                 274,             0.01683,           0.0089788,           8.485e-05,             0.86215,             0.79071,             0.82767,             0.57424,            0.031806,           0.0078465,            0.003804,            0.000991,            0.000991,            0.000991
                 275,             0.01686,           0.0088471,          8.4445e-05,             0.86202,             0.79353,             0.82834,             0.57511,            0.031812,           0.0078523,           0.0038056,            0.000958,            0.000958,            0.000958
                 276,            0.016893,           0.0089748,          0.00010324,             0.86076,             0.79671,             0.83125,             0.57592,            0.031821,           0.0078587,           0.0038158,            0.000925,            0.000925,            0.000925
                 277,            0.017017,           0.0092767,          9.0741e-05,             0.86758,             0.79237,             0.83108,              0.5754,             0.03182,           0.0078656,           0.0038233,            0.000892,            0.000892,            0.000892
                 278,            0.017076,           0.0092191,          0.00011973,             0.86604,             0.79301,             0.83103,             0.57521,            0.031824,           0.0078709,           0.0038332,            0.000859,            0.000859,            0.000859
                 279,            0.016427,            0.008997,          7.6648e-05,              0.8658,             0.79123,             0.83148,             0.57477,            0.031826,           0.0078783,            0.003844,            0.000826,            0.000826,            0.000826
                 280,            0.016631,           0.0090212,          7.5786e-05,             0.86642,             0.79272,             0.83146,             0.57467,            0.031827,           0.0078866,           0.0038559,            0.000793,            0.000793,            0.000793
                 281,            0.016615,           0.0088866,          9.6171e-05,             0.86478,             0.79582,             0.83189,             0.57473,            0.031821,           0.0078943,           0.0038637,             0.00076,             0.00076,             0.00076
                 282,            0.016418,           0.0088568,          6.7202e-05,             0.86969,             0.79102,             0.83085,             0.57452,            0.031824,           0.0079003,           0.0038761,            0.000727,            0.000727,            0.000727
                 283,            0.016581,           0.0089926,           6.342e-05,             0.85587,              0.8043,             0.83023,             0.57455,            0.031834,            0.007906,           0.0038847,            0.000694,            0.000694,            0.000694
                 284,            0.016305,           0.0089467,          0.00011029,             0.85716,             0.80191,             0.83025,             0.57425,            0.031837,           0.0079116,           0.0038903,            0.000661,            0.000661,            0.000661
                 285,            0.016102,           0.0087143,          7.8458e-05,             0.85573,             0.80174,             0.82806,             0.57447,            0.031834,           0.0079184,           0.0038942,            0.000628,            0.000628,            0.000628
                 286,            0.016355,           0.0087412,          7.7596e-05,             0.85666,             0.80242,             0.82825,             0.57453,            0.031836,           0.0079261,           0.0038986,            0.000595,            0.000595,            0.000595
                 287,            0.016055,            0.008743,          8.4342e-05,             0.85563,             0.80168,             0.83054,             0.57513,            0.031835,           0.0079314,           0.0039028,            0.000562,            0.000562,            0.000562
                 288,            0.016214,           0.0088855,          5.2388e-05,              0.8557,             0.80151,             0.82849,             0.57452,            0.031835,           0.0079385,           0.0039057,            0.000529,            0.000529,            0.000529
                 289,            0.015987,           0.0084897,          0.00013611,             0.86764,             0.79193,             0.82855,             0.57444,            0.031837,           0.0079471,           0.0039092,            0.000496,            0.000496,            0.000496
                 290,            0.015772,           0.0084187,          6.2711e-05,             0.86855,             0.79255,             0.83086,             0.57444,             0.03184,           0.0079561,           0.0039115,            0.000463,            0.000463,            0.000463
                 291,             0.01555,           0.0086355,          9.6329e-05,             0.86962,             0.79095,             0.83008,             0.57423,            0.031845,           0.0079642,           0.0039153,             0.00043,             0.00043,             0.00043
                 292,            0.015689,           0.0086378,          7.6553e-05,              0.8688,             0.79123,             0.82954,             0.57392,            0.031851,           0.0079713,           0.0039167,            0.000397,            0.000397,            0.000397
                 293,            0.015575,           0.0086152,          0.00011247,             0.86915,             0.79123,             0.82983,              0.5738,            0.031855,           0.0079789,           0.0039219,            0.000364,            0.000364,            0.000364
                 294,             0.01553,           0.0085712,           8.228e-05,             0.87194,              0.7881,             0.82925,             0.57362,            0.031858,            0.007987,           0.0039273,            0.000331,            0.000331,            0.000331
                 295,            0.015559,           0.0085073,           8.163e-05,             0.84971,             0.80786,             0.82931,             0.57356,            0.031863,           0.0079946,           0.0039334,            0.000298,            0.000298,            0.000298
                 296,            0.015729,           0.0082941,          5.7109e-05,             0.84986,              0.8078,             0.82913,             0.57337,            0.031872,            0.008003,           0.0039401,            0.000265,            0.000265,            0.000265
                 297,            0.015747,           0.0085713,          7.2957e-05,             0.84721,             0.80733,             0.82684,             0.57322,            0.031877,           0.0080102,           0.0039457,            0.000232,            0.000232,            0.000232
                 298,            0.015475,           0.0085947,          7.6252e-05,             0.85008,             0.80765,              0.8292,             0.57331,             0.03188,           0.0080171,           0.0039505,            0.000199,            0.000199,            0.000199
                 299,            0.015724,            0.008575,           5.838e-05,             0.84829,             0.80786,             0.82905,             0.57299,            0.031886,           0.0080237,            0.003955,            0.000166,            0.000166,            0.000166
